Name	Unique?	 Length	Minimized1 Length	Unrolled length	Lossless?	Mirrored in Patterns?	Inverted in Patterns?	Flipped in Patterns?
Lace_edging_3	True	16	22	11	True	False	False	False
Lace_Edging_for_Celestarium	True	214	214	206	True	False	False	False
Lace_Edging_for_Celestarium_2	True	260	276	260	True	False	False	False
Lace_Edging_for_Celestarium_3	True	468	643	456	True	False	False	False
Lace_Edging_no_3_(p__158)	True	33	47	27	True	False	False	False
Lace_Entrelacs	True	49	91	49	True	False	False	False
Lace_Evening_Blouse	True	49	60	49	True	False	False	False
Lace_Fl	True	18	18	18	True	False	False	False
Lace_for_Either_Thread_or_Yarn	True	74	133	74	True	False	False	False
Lace_from_online	True	92	100	92	True	False	False	False
Lace_Garter_Chevron	True	27	146	27	True	False	False	False
Lace_hat_for_Delores	True	21	21	21	True	False	False	False
Lace_Holes_Edging	True	109	174	109	True	False	False	False
Lace_Increase_Panel_Draft	True	32	414	32	True	False	False	False
Lace_Kividega_	True	205	803	209	True	False	False	False
Lace_Knitting_Pattern_21_Vine_Tidy	True	99	134	95	True	False	False	False
Lace_Knitting_Stitch_#87	True	30	40	30	True	False	False	False
Lace_Ladder	True	7	7	7	True	False	False	False
Lace_ladder_1	True	38	38	38	True	False	False	False
Lace_ladder_2	True	16	18	16	True	False	False	False
Lace_ladder_3	True	4	4	4	True	False	False	False
Lace_ladder_4	True	37	37	37	True	True	False	False
Lace_ladder_5	True	24	24	24	True	False	False	False
Lace_ladder_7	True	40	40	40	True	False	False	False
Lace_ladder_8	True	53	53	53	True	False	False	False
lace_leaf	True	112	205	94	True	False	False	False
Lace_Leaf_1_0	True	41	41	41	True	False	False	False
Lace_Leaf_1_1	True	57	65	57	True	False	False	False
Lace_Leaf_Edging	True	33	49	33	True	False	False	False
Lace_Leaf_Panel	True	775	775	515	True	False	False	False
Lace_Leaf_Panel_(inv)	True	457	457	457	True	False	False	False
Lace_Leaf_Pattern_-_Shetland	True	103	175	65	True	False	False	False
Lace_Leaf_Try	True	329	573	226	True	False	False	False
Lace_Leaf_v7_1_WIP	True	294	558	268	True	False	False	False
Lace_Leaf_v7_4_WIP	True	614	614	614	True	False	False	False
Lace_Leaves	True	68	156	64	True	False	False	False
Lace_Leaves_(ssk_+_k2tog)	True	122	122	122	True	False	False	False
Lace_Leaves_28	True	88	96	88	True	False	False	False
Lace_Leaves_in_rounds_(ssk_+_k2tog)	True	122	122	122	True	False	False	False
Lace_Leaves_in_rounds_v2_(k2tog)	True	122	122	122	True	False	False	False
Lace_leaves_v2_(k2tog)	True	122	122	122	True	False	False	False
Lace_Little_Leaves_02_(Round)_(copy)	True	43	77	43	True	False	False	False
Lace_mesh_#01	True	13	13	13	True	False	False	True
Lace_mesh_#02	True	47	47	47	True	False	False	False
Lace_modified	True	134	134	134	True	False	False	False
Lace_Muster	True	51	51	51	True	False	False	False
Lace_of_Spades	True	246	246	246	True	False	False	False
Lace_panel_1	True	38	38	38	True	False	False	False
Lace_panel_2	True	58	110	50	True	False	False	False
Lace_Pattern	True	23	26	23	True	False	False	False
lace_patterns	True	83	105	75	True	False	False	False
Lace_Pattern_2	True	30	30	30	True	False	False	False
Lace_pattern_for_Daphne_Scarf	False	256	714	256	True	False	False	False
Lace_Pattern_Test	True	32	36	32	True	True	False	False
Lace_Rib	True	23	23	23	True	False	False	False
Lace_Ribbing	True	10	10	10	True	False	False	False
Lace_Ribbon	True	30	33	30	True	False	False	False
Lace_Ribbon_Stitch	True	130	142	130	True	False	False	False
Lace_Ribbon_Stitch_2	True	130	142	130	True	False	False	False
lace_rib_(modified)	True	17	20	17	True	False	False	False
Lace_Rib_-_lionbrand_com	True	15	18	15	True	False	False	False
Lace_rib_-_newstitchaday_com	True	10	10	10	True	False	False	False
Lace_Rib_2	True	13	16	13	True	False	False	False
Lace_Rose	True	26	200	24	True	False	False	False
Lace_Scarf	True	17	19	17	True	False	False	False
Lace_scarf_test	True	40	48	40	True	False	False	False
Lace_sep23	True	102	702	168	True	False	False	False
Lace_shawl	True	51	64	51	True	False	False	False
Lace_Shell_Module	True	29	96	28	True	False	False	False
Lace_Simplw_Leaf_Edging	True	37	60	34	True	False	False	False
lace_small	True	44	65	44	True	False	False	False
lace_spiral_wedge	True	61	101	62	True	False	False	False
lace_spiral_wedge_with_added_lacy_spines_right_win	True	43	110	37	True	False	False	False
Lace_squares	True	10	15	10	True	False	False	False
Lace_Stitch	True	41	66	41	True	False	False	False
Lace_Stripe_1	True	21	21	21	True	False	False	False
Lace_sweater	True	120	256	102	True	False	False	False
Lace_sweater_try_2	True	120	120	120	True	False	False	False
Lace_test	True	91	193	97	True	False	False	False
Lace_trellis,_left_bias	True	5	5	5	True	True	False	False
Lace_trellis,_right_bias	True	5	5	5	True	True	False	False
Lace_twist	True	18	18	18	True	False	False	False
Lace_Wall_Hanging	True	103	268	113	True	True	False	False
Lace_Waves	False	10	10	10	True	False	False	False
lace_wedge	True	39	156	42	True	False	False	True
Lace_WIP	True	159	217	157	True	False	False	False
Lace_Zephyr_Blanket	True	314	366	314	True	False	False	False
Lacis_Knitted_Lace_exhibit,_slide_#106	True	205	373	205	True	False	False	False
lacycabledsweaterwashcloth	True	121	263	135	True	False	False	False
Lacy_abstraction	True	33	33	33	True	False	False	False
Lacy_Arrows	True	21	31	21	True	False	False	True
LACY_ARROW_EDGING_STITCH	True	53	84	53	True	False	False	False
Lacy_Chain	True	87	129	81	True	False	False	False
Lacy_Checks	True	17	20	17	True	False	False	False
Lacy_Chevron	True	21	21	21	True	False	False	False
Lacy_Chevron_Afghan	True	31	31	31	True	False	False	False
Lacy_Chevron_Cowl	True	38	38	38	True	False	False	False
Lacy_Diagonals	False	33	37	33	True	False	False	False
Lacy_Diamond	False	33	37	33	True	False	False	False
Lacy_Diamonds	True	84	99	84	True	False	False	False
Lacy_Diamonds_(16-row-version)_+_inner_pattern	True	106	116	103	True	False	False	False
Lacy_Diamonds_(k3tog_Variante)	True	33	37	33	True	False	False	False
Lacy_Diamonds_2	True	61	67	61	True	False	False	False
Lacy_Diamonds_3	True	33	37	33	True	False	False	False
Lacy_Diamonds_Garter	True	61	67	61	True	False	False	False
Lacy_dragon_scales_(larger_scale)	True	193	325	185	True	False	False	False
Lacy_dragon_scales_(large_scale)	True	143	207	143	True	False	False	False
Lacy_dragon_scales_(really_tiny_scale)	True	19	19	19	True	False	False	False
Lacy_dragon_scales_(small_scale)	True	93	113	85	True	False	False	False
Lacy_dragon_scales_(tiny_scale)	True	43	43	35	True	False	False	False
Lacy_edge	True	255	442	233	True	False	False	False
lacy_entrelacs_design	True	49	49	49	True	False	False	False
lacy_enzle_-_under_stitch	True	99	112	38	True	False	False	False
Lacy_Feathers	True	20	20	20	True	False	False	False
Lacy_Garter_squares	True	18	54	18	True	False	False	False
lacy_jumper_motif	True	59	80	59	True	False	False	False
Lacy_knit_dishcloth	True	9	19	9	True	False	False	False
Lacy_knots	True	45	45	45	True	False	False	False
Lacy_Lattice	True	39	43	39	True	False	False	False
Lacy_Leaf	True	126	232	122	True	False	False	False
Lacy_Leaves	True	72	180	68	True	False	False	False
lacy_leaves_snood_edge	True	38	38	38	True	False	False	False
Lacy_mock_cable	True	52	52	52	True	False	False	False
Lacy_mock_cable_2	True	44	44	44	True	True	False	False
Lacy_mock_cable_garter_combi	True	102	102	102	True	False	False	False
Lacy_mock_cable_ribbing	True	126	126	126	True	False	False	False
Lacy_Openwork	True	14	14	14	True	False	False	False
Lacy_Part	True	178	460	136	True	True	False	True
Lacy_pattern_v1	True	42	42	42	True	False	False	False
Lacy_pattern_v2	True	45	49	45	True	False	False	False
Lacy_RC	True	96	96	96	True	False	False	False
Lacy_rib,_v2	True	85	85	85	True	False	False	False
Lacy_rib	True	11	11	11	True	False	False	False
Lacy_Ribs	True	45	65	45	True	False	False	False
lacy_scarf_2_0	True	8	44	8	True	False	False	False
lacy_st	True	19	23	19	True	False	False	False
Lacy_Stars	False	34	41	34	True	False	False	False
Lacy_strap	True	9	14	7	True	False	False	False
lacy_summer_-_16_sts	True	62	147	62	True	False	False	False
Lacy_swirls_on_garter	True	62	148	62	True	False	False	False
Lacy_Tumbling_Blocks	True	239	320	239	True	False	False	False
Lacy_v-stitch	True	20	20	20	True	True	False	False
Lacy_wave	True	9	9	9	True	False	False	False
Lacy_Waves	True	12	37	12	True	False	False	False
Lacy_Zopfmuster	True	25	41	25	True	False	False	False
ladder	True	18	24	14	True	False	False	False
Ladders	True	15	15	15	True	False	False	False
Ladder_stitch	True	16	26	16	True	False	False	False
Ladder_to_the_Sky	True	19	19	19	True	False	False	False
Ladder_to_the_Sky_2	True	13	13	13	True	False	False	False
lads	True	14	15	14	True	False	False	False
Lady&#x27;s_Fancy_Mitten_border_pattern	False	23	23	23	True	False	False	False
Ladybird_Stitch	True	13	13	13	True	False	False	True
ladybug_lace	True	38	39	38	True	False	False	False
Ladybug_mesh_stitch_(Kinzel)	True	13	13	13	True	False	False	True
Ladybug_Shawl_fragment	True	81	141	77	True	True	False	True
Lady_Eustace	True	53	53	53	True	False	False	False
Lady_Jessica_colar	True	124	3680	94	True	True	False	False
LAGOSZ	True	1242	3613	1206	True	False	False	False
Lahmi_Mittens_WIP	True	3536	3536	382	True	False	False	False
Lalussa-plaisir	True	2	10	2	True	True	False	True
LAMA_2	True	24	24	24	True	True	False	False
LAMA_3	True	30	30	30	True	True	False	False
LAMA_4	True	10	10	10	True	False	False	False
Lamb&#x27;s_Lettuce	True	93	107	93	True	False	False	False
Lambert&#x27;s_German	True	9	11	9	True	False	False	False
Lambert&#x27;s_Shell	True	6	26	6	True	False	False	False
lamin_kantl	True	37	55	31	True	False	False	False
lamin_lamin	True	32	48	30	True	False	False	False
Lampert&#x27;s_Lace	True	30	32	30	True	False	False	False
Lampert&#x27;s_Leaf_and_Trellis	True	55	147	51	True	False	False	False
Lampert&#x27;s_Point	True	31	36	31	True	False	False	False
lampion	True	47	84	39	True	False	False	False
Lampionpuschen	True	222	596	204	True	False	False	False
LAM_test	True	19	21	19	True	False	False	False
lang_model_2	True	67	67	67	True	False	False	False
lang_model_3	True	75	75	75	True	False	False	False
lang_model_trial_one	True	69	69	69	True	False	False	False
Lantern_Chart_A	True	1	1	1	True	True	True	True
larger_feather_&amp;_fan_in_the_round	True	7	24	7	True	False	False	False
Large_and_Small_Drops	True	21	21	21	True	False	False	False
Large_Braided_Rib	True	86	166	82	True	False	False	False
large_braided_rib_2	True	42	86	40	True	False	False	False
Large_diamond_motif	True	269	533	240	True	False	False	False
large_eyelet	True	22	26	22	True	False	False	False
Large_eyelet_garter_mesh	True	16	18	16	True	False	False	False
Large_eyelet_lace	True	14	14	14	True	False	False	False
Large_eyelet_mesh	True	41	45	41	True	False	False	False
Large_Gulls	True	12	12	12	True	False	False	False
Large_Hanging_Leaves_Lace	True	44	44	44	True	False	False	False
Large_honeycomb_stitch	True	12	12	12	True	True	False	False
Large_Lacey_Leaf_WIP	True	261	531	195	True	True	False	False
Large_Lace_Cable_Leaf	True	348	504	342	True	False	False	False
Large_Lace_Leaf	True	82	180	78	True	False	False	False
Large_Leaf	True	349	717	303	True	True	False	False
Large_mock_cable	True	36	84	36	True	False	False	False
Large_open_rib	True	17	21	17	True	False	False	False
Large_open_rib_2	True	26	30	26	True	False	False	False
Large_rectangles	True	35	40	35	True	False	False	False
Large_Tulip	False	191	298	191	True	False	False	False
Large_Tulip_2	True	191	262	191	True	False	False	False
Large_Tulip_3	False	191	298	191	True	False	False	False
larkspur	True	38	38	38	True	False	False	False
Larkspur_garter_version_(#1)	True	69	69	69	True	True	False	False
Larkspur_garter_version_(#2)	True	55	55	55	True	True	False	False
Larkspur_garter_version_(dishcloth)	True	93	141	93	True	False	False	False
Lasche	True	70	390	68	True	False	False	True
lateral_ladder_stitch	True	63	105	57	True	False	False	False
Lattice	True	126	177	126	True	False	False	False
Latticework	True	26	32	26	True	False	False	False
Latticework_2	True	49	49	49	True	False	False	False
Lattice_3	True	78	112	78	True	False	False	False
Lattice_4	True	69	103	69	True	False	False	False
Lattice_5	True	24	28	24	True	False	False	False
Lattice_Dreamweaver_Blanket	True	226	404	224	True	False	False	False
Lattice_Dreamweaver_Shawl	True	145	313	145	True	False	False	False
Lattice_Lace	True	26	26	26	True	False	False	False
lattice_lace_2	True	30	32	30	True	False	False	False
Lattice_lace_test	True	42	42	42	True	False	False	False
Lattice_pattern	True	41	41	41	True	False	False	False
lattice_quilt_in_the_round	True	22	39	22	True	False	False	False
Lattice_stitch	True	39	43	39	True	False	False	False
lattice_variation	True	7	7	7	True	False	False	False
Lattice_with_4_Cables	True	38	44	38	True	False	False	False
Laughingbird	True	122	614	134	True	False	False	False
Laura_Brown	True	156	337	155	True	False	False	False
Laura_Brown_2	True	169	337	167	True	False	False	False
Laura_Star	True	142	142	142	True	False	False	False
Laura_Star_2	True	140	140	140	True	False	False	False
laurel_leaves	True	207	498	183	True	False	False	False
Lauro_Lapas	True	234	364	234	True	False	False	False
lavendula	True	13	45	13	True	False	False	False
Layette	True	24	24	24	True	False	False	False
Layette_stitch	True	14	18	14	True	False	False	False
Layette_stitch_2	True	30	34	30	True	False	False	False
Layou_Slip_Stitch	True	14	14	14	True	False	False	False
lazy_lace_-_variation	True	3	3	3	True	False	False	False
lazy_lace__point_de_bourse	True	8	8	8	True	False	False	False
Lazy_purl_decrease	True	20	20	20	True	False	False	False
Lazy_RC	True	4	4	4	True	False	False	False
Lazy_RC_2	True	8	9	8	True	False	False	False
Lazy_scrolls	False	56	56	56	True	False	False	False
Lazy_spiral	True	14	14	14	True	False	False	False
Lazy_spiral_2	True	13	13	13	True	False	False	False
Lazy_spiral_3	True	28	28	28	True	False	False	False
Lazy_spiral_4	True	31	43	31	True	False	False	False
La_cr	True	44	46	44	True	False	False	False
LC_001	True	23	33	23	True	True	False	False
LC_002	True	16	20	16	True	False	False	False
Leaf-16_CK_Sp19	True	36	50	34	True	False	False	False
leaf	True	12	111	12	True	False	False	True
Leafes	True	96	146	92	True	False	False	False
leafs	True	162	271	146	True	False	False	False
Leafy	True	66	66	66	True	False	False	False
Leafy_2	True	225	282	225	True	False	False	False
Leafy_3	False	212	530	212	True	False	False	False
Leafy_4	True	100	106	100	True	False	False	False
Leafy_blanket	True	114	1386	114	True	False	False	False
leafy_blocks	True	20	24	20	True	False	False	False
leafy_columns,_version_1	True	10	10	10	True	False	False	False
leafy_columns,_version_2	True	29	32	29	True	False	False	False
Leafy_diamod_full	True	57	65	57	True	False	False	False
Leafy_diamod_half	True	36	44	36	True	False	False	False
Leafy_Edge	True	83	138	67	True	False	False	False
Leafy_Edging,_v2	True	75	100	75	True	False	False	False
Leafy_Edging	True	60	98	60	True	False	False	False
Leafy_insertion	True	51	87	49	True	True	False	False
Leafy_Lace	True	78	78	78	True	False	False	False
Leafy_Leaves	True	85	141	54	True	False	False	False
leafy_little	True	50	50	50	True	False	False	False
Leafy_panel	True	89	89	89	True	False	False	False
Leafy_pattern	True	208	208	208	True	False	False	False
Leafy_with_a_side_of_garter	True	116	122	116	True	False	False	False
leaf_(copy)	True	46	91	41	True	False	False	False
leaf_-_decrease_at_edges	True	36	132	36	True	True	False	False
leaf_-_decrease_in_centre	True	36	132	36	True	True	False	True
Leaf_10	True	148	320	148	True	False	False	False
Leaf_11	True	45	65	45	True	False	False	False
Leaf_2	True	67	67	67	True	True	False	False
leaf_3	True	218	288	218	True	False	False	False
Leaf_4-yo	True	29	29	29	True	True	False	False
Leaf_4-yo_(increases)	True	26	26	26	True	True	False	False
Leaf_4-yo_Increases	True	33	33	33	True	True	False	True
Leaf_4	True	155	641	155	True	False	False	False
Leaf_5	True	94	400	94	True	False	False	False
Leaf_6	True	603	1477	581	True	False	False	False
Leaf_7	True	116	138	114	True	False	False	False
Leaf_8	True	81	291	75	True	False	False	False
Leaf_9	True	119	205	84	True	False	False	False
Leaf_and_0_0_cable_Pattern	True	76	178	72	True	False	False	False
Leaf_and_Acorn_Lace	True	529	1408	527	True	False	False	False
Leaf_and_Acorn_Lace__Edging	True	349	934	350	True	False	False	False
Leaf_and_Diamond_Edging	True	203	387	198	True	False	False	False
Leaf_Border_2	True	93	275	93	True	False	False	False
Leaf_Border_4	True	93	158	89	True	False	False	False
Leaf_Border_with_faggoting	True	154	283	152	True	False	False	False
Leaf_Border_with_faggoting_(v_2)	True	155	283	153	True	False	False	False
leaf_branch_knit_in_rows	True	116	176	105	True	False	False	False
Leaf_collar_13_s	True	98	281	96	True	False	False	False
leaf_cowl	True	83	93	83	True	False	False	False
leaf_cowl_(better_pattern!)	True	177	183	177	True	False	False	False
Leaf_Edge	True	18	34	11	True	False	False	True
Leaf_edging	True	111	122	111	True	False	False	False
Leaf_Edging_2	True	102	275	101	True	False	False	False
Leaf_edging_3	True	112	275	110	True	False	False	False
Leaf_Edging_in_the_round_12_row_repeat	True	84	164	82	True	False	False	False
Leaf_Edging_Left_1	True	101	241	98	True	False	False	False
Leaf_Edging_Pattern	True	43	57	33	True	False	False	False
Leaf_Edging_Pattern_(variation)	True	74	74	74	True	False	False	True
Leaf_Edging_Pattern_(variation_2)	True	74	74	74	True	False	False	True
Leaf_Edging_Pattern_2	True	74	74	74	True	False	False	False
Leaf_hexagon	True	15	517	15	True	False	False	False
Leaf_Lace	True	60	66	60	True	False	False	False
Leaf_Lace_2	True	8	12	8	True	False	False	False
Leaf_Lace_2_(Knittingfool_com)	True	82	136	78	True	False	False	False
Leaf_Lace_3	True	43	43	43	True	False	False	False
Leaf_Lace_4	True	78	96	78	True	False	False	False
Leaf_Lace_5	True	114	336	112	True	False	False	False
Leaf_Lace_6	True	86	140	85	True	False	False	False
leaf_lace_and_cable	True	747	1201	747	True	False	False	False
Leaf_Lace_edging,_v2	True	158	369	159	True	False	False	False
Leaf_Lace_edging,_V2_variation	True	150	337	151	True	False	False	False
Leaf_Lace_Edging,_v3	True	157	375	156	True	False	False	False
Leaf_Lace_edging	True	158	365	159	True	False	False	False
Leaf_lace_garment_chart	True	148	370	144	True	False	False	False
Leaf_Lace_Pattern	True	150	240	48	True	False	False	False
leaf_mirror	True	8	26	6	True	False	False	True
leaf_mosaic	True	48	64	48	True	False	False	False
Leaf_motif	True	40	40	40	True	True	False	False
Leaf_motif_2	True	38	38	38	True	True	False	False
Leaf_motif_3	True	38	38	38	True	True	False	False
Leaf_motif_4	True	140	140	140	True	False	False	False
Leaf_panel	True	214	910	202	True	False	False	False
Leaf_Panel_2	True	55	61	55	True	False	False	False
Leaf_Panel_Back_and_Forth	True	154	394	150	True	False	False	False
Leaf_pannel	True	154	394	150	True	False	False	False
Leaf_pattern,_16sts,_28r,_CDD	True	87	87	87	True	False	False	True
Leaf_pattern,_32r,_CDD	True	100	306	98	True	False	False	True
Leaf_pattern	True	130	391	151	True	False	False	False
leaf_pattern_-_tip_(try)	True	71	71	71	True	False	False	False
leaf_pattern_2	True	122	365	143	True	False	False	False
leaf_pattern_3	True	98	98	98	True	False	False	False
Leaf_pattern_back_and_forth	True	113	222	109	True	False	False	False
Leaf_Pattern_for_Half-Square_Shawl	True	187	276	187	True	False	False	False
Leaf_Pattern_Left_Glove	True	212	530	212	True	False	False	False
Leaf_Pattern_Right_Glove	False	212	530	212	True	False	False	False
leaf_Pattern_second_version	True	106	172	106	True	False	False	False
leaf_pattern_uk_snood	True	13	105	13	True	False	False	True
Leaf_Pattern_with_Beetles	True	89	97	89	True	False	False	False
Leaf_Point_Edging	True	229	618	215	True	False	False	False
Leaf_rib	True	325	861	189	True	False	False	False
Leaf_Rib_Center_Panel	True	109	243	116	True	False	False	False
Leaf_Rib_Left_Panel	True	172	172	172	True	False	False	False
Leaf_Rib_Right_Panel	True	170	170	170	True	False	False	False
Leaf_Shadows	True	76	76	76	True	False	False	False
Leaf_Shadows_2	True	76	116	75	True	False	False	False
leaf_shawl	True	1707	2527	1183	True	False	False	False
leaf_shawl_2	True	120	312	90	True	False	False	False
leaf_shawl_top	True	63	193	30	True	False	False	False
Leaf_stitch_pattern_as_strapscarfbookmark	True	89	89	89	True	False	False	False
Leaf_test	True	157	670	202	True	False	False	False
Leaf_test_2	True	104	227	100	True	False	False	False
leaf_test_setup	True	135	329	88	True	False	False	False
leaf_top	True	59	205	59	True	False	False	True
Leaf_Topper	True	149	187	136	True	False	False	False
leaf_top_(copy)	False	59	105	59	True	False	False	True
leaf_top_2	False	59	105	59	True	False	False	True
Leaf_Trio_for_Haruni	True	418	1660	414	True	False	False	False
Leaf_Vine_shawl_test	True	718	2140	664	True	False	False	False
Leaf_Vine_shawl_test_with_vine	True	108	393	92	True	False	False	False
Leaf_with_Holes_WIP	True	387	531	294	True	True	False	False
Leaf_Yoke_for_Elsbeth_in_Liz_20_thread	True	91	91	91	True	False	False	False
Leaning_Doors	True	13	13	13	True	False	False	False
Leapfrog	True	55	56	55	True	False	False	False
Learning	True	323	323	323	True	False	False	False
Leavebeanie	True	248	317	240	True	False	False	False
Leaves	True	69	69	69	True	False	False	False
leaves3p	True	98	208	94	True	False	False	False
leaves4p	True	98	234	94	True	False	False	False
Leaves_#1	True	67	76	67	True	False	False	False
Leaves_#2	True	316	726	314	True	False	False	True
Leaves_#2_2	True	108	124	108	True	False	False	False
Leaves_&amp;_Lace	True	82	180	76	True	False	False	False
Leaves_+_5x2_ribbing	True	182	182	182	True	False	False	False
Leaves_10	True	114	132	114	True	False	False	False
Leaves_11	True	83	113	83	True	False	False	False
Leaves_12	True	60	208	60	True	False	False	True
Leaves_13	True	347	347	347	True	False	False	False
Leaves_14	True	130	148	130	True	False	False	False
Leaves_15	True	98	98	98	True	False	False	False
Leaves_16	True	158	302	156	True	False	False	False
Leaves_17	True	122	226	94	True	False	False	False
Leaves_18	True	108	108	108	True	False	False	False
Leaves_19	True	47	47	47	True	False	False	False
leaves_2	True	269	278	269	True	False	False	False
Leaves_3	True	86	124	72	True	False	False	False
Leaves_5	True	20	20	20	True	False	False	False
Leaves_6	True	52	52	52	True	False	False	False
Leaves_7	True	95	315	95	True	False	False	False
Leaves_8	True	117	145	117	True	False	False	False
Leaves_9	True	59	133	53	True	False	False	False
Leaves_altered	True	121	228	89	True	False	False	False
leaves_and_welt	True	90	112	69	True	False	False	False
Leaves_in_a_mesh	True	329	435	247	True	False	False	False
Leaves_lace_pattern	True	33	53	33	True	False	False	False
Leaves_medallion	True	134	1565	93	True	False	False	False
Leaves_on_stem	True	303	983	303	True	False	False	False
Leaves_Overlapping	True	32	32	32	True	True	False	False
Leaves_R16	True	114	114	114	True	False	False	False
Leaves_R18	True	133	133	133	True	False	False	False
Left-leaning_Lace	True	13	13	13	True	False	False	False
Left-leaning_lace_2	True	23	23	23	True	False	False	False
Lefty_adjust_Baby_makes_three	True	46	58	46	True	False	False	False
Left_Diagonal_Rib	True	18	108	18	True	False	False	True
Left_leaning_decrease_techniques	True	160	315	124	True	False	False	False
Left_leaning_diagonals	True	16	23	16	True	False	False	False
left_side_half_mitre	True	55	166	55	True	False	False	False
Left_Slanting_Openwork_Stitch	True	3	3	3	True	True	False	False
Left_slant_mesh	True	7	7	7	True	True	False	False
Left_Twig	True	40	49	34	True	False	False	False
Legend_of_Zelda_logo	True	105	561	93	True	True	False	True
Legend_of_Zelda_logo_2	True	63	561	61	True	True	False	True
Legend_of_Zelda_logo_panel	True	115	703	111	True	False	False	True
Legend_of_Zelda_logo_upside_down	True	105	561	93	True	True	False	True
LegWarmers	True	56	136	56	True	False	False	False
LegWarmers_2	False	13	34	13	True	False	False	False
LegWarmers_3	True	156	320	148	True	False	False	False
LegWarmers_4	False	13	34	13	True	False	False	False
LeiterlLoaterl	True	26	26	26	True	False	False	False
Lemarche	True	20	26	20	True	False	False	False
Lemon_drops	True	41	41	41	True	False	False	False
Lemon_drops_2	True	40	40	40	True	False	False	False
lemon_swirl_dishcloth	True	73	1121	60	True	False	False	False
Leona	True	82	82	82	True	False	False	True
Leslie&#x27;s_Double_Rose_Leaf_Lace	True	274	539	263	True	False	False	False
Less_lacy_knit_dishcloth	True	9	19	9	True	False	False	False
lets_try_it	True	51	55	51	True	False	False	False
Le_Ciel_Main_Pattern	True	257	413	257	True	False	False	False
Liberty,_version_1	True	96	96	96	True	False	False	False
Liberty,_version_2	True	193	193	193	True	False	False	False
Liblikakiri	True	181	181	181	True	False	False	False
lichen	True	304	432	304	True	False	False	False
Lieri_14	True	25	163	13	True	False	False	False
Life	True	120	143	120	True	False	False	False
Light,_version_1	True	92	141	90	True	False	False	False
Light,_version_2	True	180	279	176	True	False	False	False
Lightning_decrease	True	31	67	31	True	False	False	False
Lil&#x27;_vines	True	6	6	6	True	True	False	False
Lilac_Haze_Blanket	True	114	231	114	True	False	False	False
Lilac_Leaf	True	77	93	77	True	False	False	False
Lilac_Leaves	True	77	77	77	True	False	False	False
Lilac_Time_Shawl	True	19	45	15	True	False	False	False
Lilaf_Leaf	True	117	137	117	True	False	False	False
lilleniitkiri	True	99	128	99	True	False	False	False
lilly	True	40	43	38	True	False	False	False
Lily_and_Flower	True	351	481	351	True	False	False	False
Lily_of_the_Valley	True	53	106	52	True	False	False	False
Lily_Of_The_Valley_1_-_Knittingfool	True	106	216	98	True	True	False	False
Lily_of_the_Valley_2	True	90	90	90	True	False	False	False
Lily_of_the_Valley_4	True	87	107	87	True	False	False	False
Lily_of_the_Valley_V2_0	True	227	624	223	True	False	False	False
Lily_of_the_Valley_V3_0	True	247	621	243	True	False	False	False
Limpets	True	22	26	22	True	False	False	False
Limpets_2	True	22	26	22	True	False	False	False
Lina_hat_inspired_mitt	True	55	262	46	True	False	False	False
Lina_hat_inspired_mitt_(gusset)	True	103	103	58	True	True	False	False
Lindley,_v2	True	92	92	92	True	False	False	False
Linen-ish_Stitch	True	15	20	15	True	False	False	False
Linen-ish_Stitch_(in_the_round)	True	14	16	14	True	False	False	False
Linen_field	True	6	6	6	True	False	False	False
Linen_field_2	True	31	31	31	True	False	False	False
Linen_field_3	True	30	30	30	True	False	False	False
Linen_scarf	True	16	16	16	True	False	False	False
Linen_stitch	True	4	4	4	True	False	False	True
Lines_and_Loops,_Sl_1	False	2	2	2	True	True	False	True
Line_dance	True	32	32	32	True	False	False	False
Lingonberry_Pattern,_aka_Pohlamarjakiri	True	19	19	19	True	False	False	False
Links	True	33	33	33	True	False	False	False
Links_and_Moss_(part_1)	True	230	329	230	True	False	False	False
Links_and_Moss_(part_2)	True	100	199	100	True	False	False	False
lisc	False	92	98	92	True	False	False	False
Lister_Sp	True	82	82	82	True	False	False	False
Lite_bulky_ribbed_head_band_wshort_rows	True	49	545	58	True	False	False	True
Little_acorns	True	73	73	73	True	False	False	False
Little_arches	True	22	22	22	True	False	False	False
Little_arches_2	True	28	28	28	True	False	False	False
Little_arches_3	True	44	50	44	True	False	False	False
Little_Arrowhead_Lace	True	14	14	14	True	False	False	False
Little_branches	True	16	16	16	True	True	False	False
Little_chains	True	10	13	10	True	False	False	False
Little_Cherries	True	77	79	73	True	False	False	False
Little_chevrons	True	24	24	24	True	True	False	False
Little_diagonal_ribs	True	8	8	8	True	False	False	True
Little_diagonal_ribs_2	True	10	10	10	True	False	False	True
Little_Diamond	True	63	175	71	True	False	False	False
Little_Diamond_2	True	78	175	83	True	False	False	False
Little_eyes	True	39	43	39	True	False	False	False
Little_eyes_long	True	27	30	27	True	False	False	False
Little_Fan	True	22	26	22	True	False	False	False
Little_fish	True	23	23	23	True	True	False	False
Little_flags	True	26	26	26	True	False	False	False
Little_Fountain_Pattern	True	11	13	11	True	False	False	False
Little_hearts	True	24	30	24	True	False	False	False
Little_Hearts_in_the_round	True	18	18	18	True	False	False	False
Little_hour_glass_ribbing	True	15	19	15	True	False	False	False
Little_hour_glass_ribbing_V2	True	34	40	34	True	False	False	False
